,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
reuters-topics/grain/article579.txt,0.8657392769695699,-0.15016208683203994,-0.28201615259692786,0.1676476867883401,-0.03854669553286626,0.0625581110832874,-0.08862163378233545,-0.07094805182529336,-0.08592839016771837,-0.11963541471463168,0.041181597025726095,0.007953316076044872,0.0633255554406528,0.14319579194178444,0.029026849413014186,-0.04302966085954155,0.045790057568618425,-0.019369135438609526,-0.005495997136018017,-0.11915047743805472
reuters-topics/grain/article545.txt,0.8501867371137412,0.04809915467337536,-0.17306639873671517,0.03966865246028971,-0.11079000223720092,0.20961323816157568,0.09139715585413795,-0.02090896233775199,-0.0227475883641222,0.028754659858431224,-0.0516530068691744,0.023541787533590715,0.0476264522820809,-0.1587082639871864,-0.005577820050850557,-0.03627408744858939,0.1135279317437957,-0.010460450397730402,0.19201966150313818,0.1460926145141065
reuters-topics/grain/article223.txt,0.8004513635089834,0.2221703737486113,0.09435905948666612,0.2704183852881578,-0.10453846251302314,0.14473870463127664,0.04705467096673825,0.01819900228158566,-0.11075823030918104,-0.21213659640014426,-0.13465289278923376,0.034091888974216895,-0.013720202738674747,0.09964353198545631,0.1609221534250002,-0.061091907044014744,-0.06748466716320156,-0.031692954882936206,-0.0725513564671798,0.1553966191627068
reuters-topics/grain/article237.txt,5.9422077014984294e-21,-4.705214461285434e-17,-7.901650306727751e-17,-4.114740307457712e-16,-2.2735567492681473e-15,-2.798857060739947e-15,1.9279443211396878e-15,4.3090518607744093e-16,1.8877310829692377e-16,-2.7328581558003597e-15,-5.1480079018589564e-15,8.844818707516645e-16,3.309741582138848e-17,-6.046320078357613e-16,1.1907538458391115e-15,2.441383930020627e-16,7.372009414026511e-16,3.147668161664529e-18,-2.7468068177685543e-16,5.628086862006375e-16
reuters-topics/grain/article551.txt,0.744360587466581,-0.15066932175022787,-0.15824966840092858,0.17373477614153182,0.003114157075689328,-0.013707404866861589,-0.059376253071277925,0.15489709624251063,-0.1377515949635817,-0.05403517418532522,-0.03531139772661354,-0.1627522076124503,-0.04156370635215612,0.11762543175320798,0.1444794973837081,-0.08705989836979118,0.08290434738827081,0.32896292537933514,0.06562451030493033,-0.036298315137373756
reuters-topics/grain/article009.txt,0.763936282924064,0.3392683079935172,-0.22157779419647963,-0.12621989637319722,0.3586586623205912,-0.015669054211974245,0.043446702498880635,-0.031195796752940347,-0.12536472184662198,-0.06470145053773345,-0.08266071421104472,0.1527401210554535,0.0012598697831957887,-0.07423649270037412,0.014223206628508386,-0.10420945968590736,-0.011261442005896776,-0.041044014269298976,0.005016671773137595,0.023337001567452414
reuters-topics/grain/article021.txt,0.6974797430499216,-0.10646366292096902,-0.09953073794125405,0.18365079647550683,0.05935496945042978,0.05100518062934447,-0.014907454870308907,0.331198604827767,0.058043197124316145,-0.24360138625822597,-0.037152568883181816,-0.1412633120314002,0.3506009449437431,0.1578557735728109,-0.09524943980387623,0.0647219094801507,0.09140395171010296,-0.09839913642497047,-0.13390199663044566,-0.17584794868359194
reuters-topics/grain/article035.txt,0.16835162090926936,0.37284032298391695,0.5184083582827376,0.49007781921071375,0.3358574441995124,-0.04060775074863566,0.2358065656645014,-0.24076544615599083,-0.062376645585258524,0.1571204130325047,0.19780031383663726,0.10830443827902794,-0.015730248032839674,0.01810483918476038,-0.027340077203353984,0.021063086202784034,0.0056499910203311535,0.00045540104559592143,0.035896361176588905,-0.06960192828924304
reuters-topics/grain/article196.txt,0.09895388061348596,0.4279760805777641,0.026873619086632473,-0.3479713300495533,-0.3642403964291626,0.05821931994892064,0.03768574341648061,0.15139529525078468,0.004928325907005603,0.11354611653929317,0.6288552840131463,-0.20511153084522507,-0.06440922173735464,0.17424623003452633,0.021091045401210554,0.004526122042360221,0.04757498703705182,-0.03561182385005415,-0.020782415314281728,-0.08893572229261147
reuters-topics/grain/article182.txt,0.7897695552007695,0.03360612317469456,-0.11197661594174856,0.13069904907465082,-0.16288816488535163,-0.14458355034586193,-0.27583051573607176,0.2880756838423048,0.006064930491330241,-0.012264286246070672,0.18833720468999876,-0.15725144381934358,0.0377049969243599,-0.06603795343889368,-0.01602846267792601,-0.07329663827914842,0.02040838989477963,0.04106779930968687,0.09043250921304267,-0.04687672718537153
reuters-topics/grain/article169.txt,0.6591824566655378,0.18890052452357858,-0.22528771805148703,0.03337564335387441,0.45487332874166775,-0.19366808015269074,0.06664829617162504,0.21121058110356483,0.011469937079876681,0.01849042503948048,0.10898076946771547,0.14752257851736295,0.0667681611078542,-0.17293782191542578,0.017321409626269046,0.03386885913789337,0.08443507078077331,-0.07977131926541893,0.10385805887682832,-0.16066590516669896
reuters-topics/grain/article155.txt,0.7088533886727069,0.2825007545478496,-0.12344381381215229,-0.2212692489615245,0.4618038071949647,0.10040996909757247,-0.039273576835960375,-0.07645817113451263,-0.01792017421421156,-0.10721673270828523,-0.010903975001348846,0.16819932529913614,-0.05945227142592146,-0.09541543949748901,0.03134758984226997,-0.11805103041905572,-0.09143456905102963,-0.06373942613321318,-0.02365984698674555,0.06167427763819819
reuters-topics/grain/article141.txt,0.6414445037082287,0.38427118078728517,0.29504692572855534,0.37372954771902545,-0.11347888445503586,0.10172514279983941,0.11763919779413001,-0.17251585627153224,0.01456750050185871,-0.06790248091563615,-0.22808919043528844,-0.045325088975898535,-0.11986703874556807,-0.07196917773547067,0.01917585396441793,0.0038439440453686734,-0.04779913941796899,0.019847008370323164,0.061425789444709764,0.01435089403983851
reuters-topics/grain/article394.txt,0.7731179158268902,0.2750892462880803,0.07685215318493067,0.22478423006190407,-0.022212080023364875,0.06343102199467242,0.11209207897154946,-0.21694799688241748,-0.14399120845678745,0.05103668843043315,-0.18467457113388921,0.06970242066277021,-0.0465793602258315,0.13055688420024872,0.10804401886244419,0.03828562167220737,-0.16833721684043038,0.062307800267256803,0.05331614756847876,-0.12643775922381045
reuters-topics/grain/article380.txt,0.21464309140109408,0.33690510176033545,-0.11718554528002662,0.04576312222880983,0.677126140274627,-0.49941189927191537,0.04987905959095103,0.17595733607581743,-0.06979120722562542,-0.11627280217653739,0.09368391217097184,-0.148381522781794,-0.014098401168168875,0.11532698709129258,0.04192582700400327,-0.09365785487516154,-0.004318938432465197,0.04547972729356007,0.018899878671324716,-0.0058715041768610055
reuters-topics/grain/article419.txt,0.732887146128373,-0.16406397050953028,-0.17305980762691647,0.0278980479844308,-0.025025369380389368,0.13083785089558794,0.2506579575773794,0.08759559499880476,-0.08665831749025026,0.2385351619827959,-0.12251193901367018,-0.24634985034031415,-0.22631747384670123,-0.15779943624639595,0.07469326257364563,-0.0017825538233584627,0.08417475429257344,-0.0029608401470913657,-0.02871744709555901,0.1328940482531577
reuters-topics/grain/article431.txt,0.7296844083137735,0.4203403842866436,0.1341230160037354,-0.05540703729055848,0.23844783427534708,0.09835002124759366,-0.17020023091697045,0.0036836583900401484,-0.14482090980040957,0.12310527030237556,0.0346085256856851,0.1490623505814654,-0.08473905646864473,-0.014191397479283437,-0.13813004857511155,-0.041457231699695,0.1316654492142963,-0.06365209996913448,0.032117156443679296,-0.17143637243966944
reuters-topics/grain/article357.txt,2.819946893911292e-25,-1.7438084991518212e-21,3.2874339641813976e-20,-1.589728210202686e-20,-1.3650450665650996e-19,1.0068698981732836e-18,-8.246557919620476e-19,-1.273483185959695e-18,2.200342247787601e-18,-2.533890367655704e-18,-4.9812087419413815e-18,-2.611286737373089e-18,1.5331377440136596e-17,-1.4078372438528522e-17,-2.6451194308331218e-17,-6.98156011722401e-17,7.55097485065821e-17,6.636905938952039e-17,-1.2349130877342463e-16,-1.9570868324226434e-16
reuters-topics/grain/article343.txt,0.5688439171469292,0.04847788292007848,-0.1069917120686589,-0.1729354610944792,0.03292337424231773,0.1789338893723834,0.05045573053105379,0.03346415401569939,0.11311947328907306,0.28858914423934146,-0.2203083732836383,0.19776333327203777,0.27256066995028505,0.24337862423891077,-0.355018620314967,-0.04595353543525303,-0.24967973821441575,-0.00048090480379224467,-0.22003381899825455,0.07284822400930026
reuters-topics/grain/article425.txt,0.8766995849942036,-0.1013448356941829,-0.24087056045538022,0.085166231174279,0.03618832900222566,0.07255156368370562,0.09762786493143608,0.0303060353180018,0.16402845265701368,0.04224551358305124,-0.0553848054132056,-0.07899156006906384,-0.1556583379049617,-0.07195060896950504,-0.03871306290419436,0.005916192300130259,-0.0776750481767346,-0.03687679256142156,-0.04881404221557742,-0.0975004729191236
